Population,maternal_plant,Family_ID,seeds,label,Date_planted,Germination_date,Time_to_germination,Is.germinated,Row,Column ,Date_flower_start,Days_to_first_flower,Bnr_wdth1.1,Bnr_length1.1,Bnr_wdth1.2,Bnr_length1.2,Bnr_wdth1.3,Bnr_length1.3,Bnr_wdth2.1,Bnr_length2.1,Bnr_wdth2.2,Bnr_length2.2,Bnr_wdth2.3,Bnr_length2.3,Inflor_height1,Inflor_height2,Inflor_height3,Number of flowers_inflorescences 1,Number of flowers_inflorescences 2,Number of inflorescences ,width_leaf1,length_leaf1,heigth_leaf1,width_leaf2,length_leaf2,heigth_leaf2,width_leaf3,length_leaf3,heigth_leaf3,Width_stolon1,Width_stolon2,weigth_flowers+bag,weigth_plant+bag,HCN_Results,Comments_HCN
16,8,4,1,16-4-1,2017-04-26,2017-04-30,4,1,16,23,2017-07-05,66,4.11,6.58,3.83,6.78,3.68,5.84,4.22,7.3,4.34,4.34,4.51,7.42,103.85,137.71,122.46,51,59,6,9.95,10.2,400,13.99,13.3,430,11.34,11.8,440,1.4,1.3,4.653,10.135,1,
19,13,7,3,19-7-3,2017-04-27,2017-04-30,3,1,16,24,2017-06-30,61,3.91,5.91,3.22,6.76,3.32,6.08,2.79,4.9,2.55,2.55,2.69,5.67,126.12,118.01,102.86,43,37,25,13.53,15.8,850,10.7,12.8,490,11.84,13.8,400,1.3,1.44,6.154,7.896,0,
3,14,4,3,3-4-3,2017-04-25,2017-04-30,5,1,16,25,2017-06-19,50,3.57,6.27,4.1,6.17,3.51,6.46,3.4,6.51,3.29,3.29,3.92,6.75,78.5,92.02,78.48,35,39,34,9.52,9.7,360,10.38,11.57,350,9.99,13.4,470,1.08,1.2,5.263,9.965,0,
4,8,3,5,4-3-5,2017-04-25,2017-05-04,9,1,16,26,2017-07-16,73,3.17,5.18,3.18,5.74,3.61,5.85,3.66,5.23,3.12,6,3.61,6.46,102.58,122.19,,,,7,14.21,16.8,460,13.78,14.88,370,9.29,11.7,400,1.4,1.15,3.7,14.063,0,
8,2,8,1,8-8-1,2017-04-26,2017-04-30,4,1,16,27,2017-07-06,67,3.61,5.36,3.37,6.09,3.36,6.04,4.16,6.67,3.66,6.42,3.62,5.91,131.91,123.41,138.44,62,57,25,13.8,13.9,490,17.1,17.6,420,16.2,16,790,1.44,1.28,5.412,8.604,0,
23,14,1,1,23-1-1,2017-04-27,2017-05-01,4,1,16,28,2017-07-13,73,3.41,6.35,3.91,6.4,3.25,6.73,3.58,6.77,3.32,6.78,3.65,5.95,27.66,96.35,86.5,,,10,9.57,10.8,280,7,7.7,450,8.22,9.96,520,0.99,1.17,3.43,11.84,0,
14,4,7,2,14-7-2,2017-04-26,2017-04-30,4,1,16,29,2017-07-05,66,3.5,7.1,3.61,5.86,3.8,6.56,3.35,6.18,3.59,6.66,3.66,6.24,154.8,172.54,140.73,43,36,24,14,15,590,11.2,12.3,600,10.6,11.5,340,1.27,1.19,5.814,8.79,0,
11,9,6,4,11-6-4,2017-04-26,2017-05-07,11,1,16,30,,#NUM!,,,,,,,,,,,,,,,,,,0,8.5,9.1,580,7.6,9.8,250,7.3,8.1,450,1.4,0.29,,9.586,0,
24,4,8,3,24-8-3,2017-04-27,2017-05-04,7,1,16,31,2017-07-05,62,3.32,5.7,3.41,5.42,3.53,5.22,3.21,5.78,3.81,6.21,3.44,5.35,88.5,88.72,99.58,34,49,7,12.1,11.5,460,10.6,11.21,510,11.8,11.7,410,1.02,1.22,3.705,8.204,0,
6,6,8,4,6-8-4,2017-04-26,2017-05-01,5,1,16,32,2017-06-14,44,3.73,5.95,3.59,6.92,3.66,7.2,3.92,6.88,3.75,6.37,3.97,6.24,115.23,105.15,119.03,59,59,30,9.36,10,500,7.8,10.2,360,13.4,15,190,1.35,1.15,5.74,7.645,0,
27,11,8,5,27-8-5,2017-04-27,2017-04-30,3,1,17,1,2017-06-22,53,4,6.26,3.81,5.81,3.61,6.4,3.35,5.91,3.75,5.71,3.5,6.48,86.9,78.43,75.29,52,77,30,12,14,440,9.9,13.4,490,11.2,14,380,1.7,1.62,6.153,10.963,0,
23,8,5,4,23-5-4,2017-04-27,2017-04-30,3,1,17,2,2017-06-29,60,3.5,5.18,3.64,5.03,3.34,5.28,3.75,6.29,4,6.1,3.91,6.18,131.48,132.72,119.73,58,62,38,12.59,15.1,380,10.91,12.9,350,11.17,15.2,570,1.2,1.23,6.974,8.914,1,
7,12,4,2,7-4-2,2017-04-26,2017-05-04,8,1,17,3,2017-07-03,60,3.47,6.67,4.08,6.76,3.93,6.34,3.98,6.56,4.02,6.75,3.81,6.05,121.94,115.18,115.82,48,36,13,10.67,14.3,470,14.3,16.5,430,16.33,18.4,570,1.28,1.5,4.301,8.994,0,
11,1,1,2,11-1-2,2017-04-26,2017-04-30,4,1,17,4,2017-07-04,65,2.87,5.25,2.85,5.25,2.85,5.24,2.91,5.13,3.14,6.38,3.5,6.41,83.81,71.87,71.38,40,30,16,10.7,11.6,570,10.6,12.1,540,8,9.7,440,0.96,0.92,4.096,8.195,0,
12,1,3,5,12-3-5,2017-04-26,2017-04-30,4,1,17,5,2017-07-12,73,3.4,5.76,3.14,6.05,3.42,6.85,3.49,6.36,3.28,6.15,3.59,6.06,130.4,126.51,102.1,,,15,14.1,16.4,860,16.6,18.4,730,14.8,15.8,630,1.85,1.67,3.456,8.183,1,
26,7,1,3,26-1-3,2017-04-27,2017-04-30,3,1,17,6,2017-06-29,60,3.39,6.29,3.46,5.25,3.26,5.38,3.4,6.03,2.57,5.73,3.48,6.55,73.79,82.52,77.53,34,29,20,12,14,500,12.6,13.6,410,12.2,14.2,400,1.55,1.63,4.046,7.6,1,
20,10,7,5,20-7-5,2017-04-27,2017-05-02,5,1,17,7,2017-07-04,63,3.27,5.9,3.39,5.86,3.36,5.75,,,,,,,68.17,,,21,,1,8.9,9.9,470,7.8,8.9,390,6.6,7.7,340,1.29,1.29,3.156,6.725,0,
14,2,1,5,14-1-5,2017-04-26,2017-04-30,4,1,17,8,2017-07-05,66,3.19,6.57,3.73,5.81,3.65,5.9,3.94,7.24,3.99,6.94,3.73,6.31,161.7,129.74,144.22,50,62,14,9.9,11.5,460,13.38,14.4,430,15.14,16.2,600,1.04,1.17,4.694,8.465,0,
13,8,7,2,13-7-2,2017-04-26,2017-05-01,5,1,17,9,2017-07-13,73,2.96,4.97,3.08,4.5,3.2,4.14,3.39,6.47,2.5,4.29,3.11,5.93,57.23,60.5,53.83,,,10,8.22,9.6,180,7.8,8.8,250,7.3,7.9,350,1.13,1.19,3.706,7.475,0,
21,10,6,4,21-6-4,2017-04-27,2017-05-04,7,1,17,10,2017-07-03,60,3.21,5.59,2.9,5.21,3.25,5.48,4.04,6.1,3.83,6.68,3.63,5.86,93.5,111.37,85.64,58,53,6,10.5,11.7,470,11.9,12.8,420,10.3,11.4,700,1.45,1.36,3.16,7.904,1,
19,14,8,5,19-8-5,2017-04-27,2017-04-30,3,1,17,11,2017-07-03,64,3.83,7.51,3.77,6.23,3.64,6.31,3.94,6.49,4.28,6.43,3.98,6.47,93.16,85.2,94.65,42,36,32,8.9,10.8,500,12.3,13.4,530,12.12,13.45,390,1.66,1.07,6.445,8.823,1,
2,1,1,1,2-1-1,2017-04-25,2017-04-28,3,1,17,12,2017-07-01,64,3.81,6.78,4.27,6.69,3.5,6.28,4.38,7.03,4.18,7.16,4.25,6.66,87.2,94.4,84.02,59,57,12,13.15,11.97,350,11.3,12.9,620,12.13,12.8,420,1.38,1.86,4.467,11.465,1,
5,12,5,4,5-5-4,2017-04-25,2017-04-29,4,1,17,13,2017-07-16,78,3.6,6.23,3.75,6.73,3.59,7.06,3.96,5.43,4.32,7.3,3.49,6.92,127.03,133.05,119.75,,,10,12.19,13.6,550,15.14,13.2,400,12.56,11.63,550,1.48,1.56,3.914,11.057,0,
16,8,4,4,16-4-4,2017-04-26,2017-05-04,8,1,17,14,,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,13,2,4,23-2-4,2017-04-27,2017-04-30,3,1,17,15,2017-07-13,74,3.47,5.92,3.34,6.32,3.52,5.99,3.6,6.47,3.82,6.44,3.33,6.25,109.2,127.55,127.57,,,7,9.52,10.11,260,10.31,10.69,340,9.14,9.6,400,1.13,0.81,4.08,8.073,0,
15,8,5,4,15-5-4,2017-04-26,2017-04-30,4,1,17,16,2017-07-07,68,3.36,5.3,3.22,5.02,3.01,5.31,3.67,6.6,3.42,6.26,3.89,7.2,98.5,130.15,158.15,56,49,18,11.3,12.5,200,10.8,11.82,430,10.72,12,410,1.52,1.46,4.46,8.201,0,
21,4,2,1,21-2-1,2017-04-27,2017-04-30,3,1,17,17,2017-07-02,63,2.76,4.55,3.41,5.53,3.35,5.03,3.45,6.03,3.28,6.24,3.53,5.74,72.47,63.35,98.35,26,30,13,15.02,13.9,590,11.17,12.3,570,13.09,13.3,620,1.44,1.6,4.336,9.146,0,
25,11,4,1,25-4-1,2017-04-27,2017-04-30,3,1,17,18,2017-06-25,56,4.06,6.73,4.14,6.68,4.07,6.41,4.08,6.06,3.06,5.55,3.65,5.81,153.55,168.22,175.34,75,101,40,8.25,10,460,8.36,10.4,530,9.39,11.26,580,1.35,1.31,6.306,9.746,1,
13,4,3,5,13-3-5,2017-04-26,2017-05-04,8,1,17,19,2017-07-01,58,4.42,7.77,4.1,7.38,3.95,6.86,3.03,7.2,3.61,7.25,4.01,7.14,100.25,118.92,124.99,46,48,24,7.39,9.1,420,8.97,11.9,460,12.91,15.8,460,1.73,1.26,4.986,9.196,0,
23,2,3,2,23-3-2,2017-04-27,2017-05-01,4,1,17,20,2017-07-05,65,3.88,6.05,3.89,6.63,3.55,5.4,3.61,6.99,3.31,6.59,3.68,6.39,108.14,121.01,115.04,42,38,10,11.74,12.6,320,12,12.8,300,11.9,12.2,240,1.19,1.27,3.812,11.365,0,
17,5,5,3,17-5-3,2017-04-26,2017-04-29,3,1,17,21,2017-07-01,63,3.67,6.03,3.69,6.79,3.59,6.7,4.21,7.67,3.94,7.23,4.25,8.7,165.92,124.75,157.48,55,49,15,13.17,16.49,350,9.8,11,490,11.2,14.68,530,1.46,1.34,4.652,8.224,0,
4,9,5,4,4-5-4,2017-04-25,2017-05-01,6,1,17,22,2017-07-02,62,3.58,6.13,3.29,5.68,3.55,6.44,4.07,7.3,3.96,7.1,4.15,7.8,58.24,97.94,87.47,39,39,16,10.8,12.08,270,9.37,8.87,220,9.36,10.07,500,1.22,1.18,4.096,7.676,0,
3,14,4,1,3-4-1,2017-04-25,2017-05-07,12,1,17,23,2017-07-07,61,2.78,5.14,2.7,4.8,2.71,5.8,3.06,5.76,3.2,5.66,3.26,5.77,72.47,86.35,63.85,51,50,7,10.31,12.95,400,10.05,12.33,330,11.1,12.89,320,1.23,1.23,3.546,6.59,0,
23,14,1,4,23-1-4,2017-04-27,2017-05-01,4,1,17,24,2017-06-29,59,3.75,6.9,3.98,7.99,3.76,7.68,3.69,7.1,4.18,7.8,4.2,7.74,132.03,158.04,98.16,51,52,32,12.27,16.18,640,15.28,16.33,460,11.44,12.52,330,0.99,1,5.486,10.845,0,
9,1,3,3,9-3-3,2017-04-26,2017-04-30,4,1,17,25,2017-07-05,66,4.33,6.73,3.82,6.34,3.67,5.83,4.41,6.82,4.14,6.77,4.07,6.85,95.51,116.53,101.83,51,65,24,15.2,16.16,550,16.6,15.39,680,14.01,15.58,700,1.04,1.46,5.096,9.323,0,
10,6,5,3,10-5-3,2017-04-26,2017-04-29,3,1,17,26,2017-06-28,60,3.53,6.78,3.48,6.9,4,6.69,3.82,6.83,4.06,6.68,3.72,6.26,121.97,97.75,127.02,70,65,35,8.82,10.03,320,9.9,10.87,380,10.3,11.82,340,1.34,1.26,5.846,9.036,0,
2,3,3,2,2-3-2,2017-04-25,2017-04-28,3,1,17,27,2017-06-30,63,2.88,5.66,3.72,7.2,3.26,6.38,3.12,6.31,4.01,6.64,3.47,6.1,108.07,117.61,126.81,62,67,16,9.18,10.25,570,13.5,16.14,640,10.1,11.63,490,1.56,1.66,3.804,11.085,0,
14,10,6,4,14-6-4,2017-04-26,2017-05-01,5,1,17,28,2017-07-05,65,3.87,5.7,3.9,6.8,3.51,6.2,3.98,5.6,3.52,6.08,4.02,5.91,175.93,182.79,161.89,50,40,8,14.47,16.23,580,14.64,15.35,600,11.67,12.8,920,1.04,0.9,4.021,10.536,0,
10,8,4,2,10-4-2,2017-04-26,2017-04-30,4,1,17,29,2017-06-28,59,4.64,7.77,4.7,7.9,3.53,6.98,3.57,6.2,4.5,7.88,3.95,7.11,139.94,132.27,162.47,65,74,16,9.98,11.48,400,10.21,13.59,650,13.48,14.81,400,1.06,1.34,5.11,10.365,0,
22,2,1,3,22-1-3,2017-04-27,2017-05-01,4,1,17,30,2017-07-09,69,3.56,6.68,4.08,6.51,3.56,6.45,3.34,7,3.63,5.98,3.52,6.01,159.36,135.81,134.31,,,7,14.76,13.8,580,13.55,14.68,820,8.74,9.13,850,1.22,1.33,3.76,8.145,0,
27,6,3,1,27-3-1,2017-04-27,2017-05-02,5,1,17,31,2017-06-28,57,4.7,6.73,4.19,7.32,4.43,6.94,3.79,6.7,3.6,5.87,3.05,6.24,64.25,67.56,61.2,65,62,20,10.16,13.03,510,10.94,12.35,310,13.08,14.64,620,1.22,1.29,3.72,8.667,1,
4,13,2,1,4-2-1,2017-04-25,2017-04-30,5,1,17,32,2017-06-25,56,3.06,5.34,3.44,5.86,3.87,6.2,3.45,6.24,3.77,6.65,3.66,6.94,119.33,123.2,138.05,38,46,6,10.92,12.15,580,14.53,18.3,480,14.03,15.65,430,1.17,1.27,3.806,10.136,0,
23,11,4,5,23-4-5,2017-04-27,2017-05-01,4,1,18,1,2017-07-02,62,3.46,6.2,3.22,5.9,3.21,6.03,3.24,5.55,3.28,5.8,3.62,5.39,67.66,92.43,73.16,69,69,12,6.57,7.74,230,6.1,7.97,310,7.28,16.15,240,1.17,1.2,4.265,6.187,0,
1,11,7,1,1-7-1,2017-04-25,2017-05-04,9,1,18,2,2017-07-07,64,2.63,4.68,2.48,5.12,2.81,6.04,2.85,5.45,2.58,6.08,3.05,6.38,52.67,60.8,,30,21,2,8.73,10.79,340,7.79,8,360,8.4,9.7,540,1.13,1.03,3.24,6.613,1,
22,14,7,4,22-7-4,2017-04-27,2017-05-01,4,1,18,3,2017-07-02,62,4.35,7.74,4.43,8.5,4.1,8.32,3.83,7.64,3.77,8.3,3.75,7.1,110.17,122.33,120.14,42,48,19,11.14,11.98,530,14.22,13.26,420,13.47,13.37,270,1.29,1.02,5.023,9.683,1,
20,1,2,3,20-2-3,2017-04-27,2017-04-30,3,1,18,4,2017-06-28,59,4.06,7.76,4.19,6.74,4.06,7.26,3.9,6.36,3.76,7.1,4.09,7.02,99.06,106.76,101.77,43,49,2,14,16.47,420,13.95,18.4,710,14.33,16.36,500,1.37,1.41,3.24,8.504,0,
25,13,3,1,25-3-1,2017-04-27,2017-05-01,4,1,18,5,2017-07-02,62,3.74,5.73,3.6,4.92,3.98,5.7,3.6,5.54,3.76,6.23,3.34,5.53,103.13,107.13,51.14,42,50,19,10.58,12.74,460,13.6,15.1,450,13.34,16.3,470,1.52,1.32,5.02,10.145,0,
4,7,8,4,4-8-4,2017-04-25,2017-05-01,6,1,18,6,2017-07-07,67,2.51,5.12,2.85,5.89,2.78,5.88,3.01,5.96,2.87,6.1,2.69,5.55,50.75,34.56,43.83,44,15,31,11.17,12.32,300,11.25,13.58,380,12.76,14.36,400,1.16,0.92,6.44,13.507,1,
20,12,5,5,20-5-5,2017-04-27,2017-04-30,3,1,18,7,2017-06-29,60,3.58,6.63,3.29,6.05,3.71,7.1,3.78,7.81,4.11,7.46,3.56,6.5,132.86,129.26,102.65,66,68,36,14.29,15.33,490,12.71,15.9,660,10.24,11,390,1.26,1.51,6.087,10.102,0,
24,12,1,2,24-1-2,2017-04-27,2017-05-02,5,1,18,8,2017-07-03,62,4.07,7.57,4.94,6.86,4.44,7.57,3.95,6.31,3.7,6.15,4.27,7.2,107.99,96.59,93.75,53,49,41,10.19,13.11,350,12.3,14.38,310,11.07,12.72,350,1.47,1.24,6.354,8.046,0,
26,9,5,1,26-5-1,2017-04-26,2017-04-29,3,1,18,9,2017-06-30,62,3.51,7.18,3.67,6.99,4.29,7.37,3.48,6.65,3.66,6.49,4.1,6.86,124.53,102.9,83.05,68,66,14,14.92,16.46,550,14.26,16.48,510,17.4,19.3,730,1.37,1.3,4.91,9.195,0,
13,1,1,2,13-1-2,2017-04-26,2017-05-02,6,1,18,10,2017-06-14,43,3.4,5.97,3.76,5.93,3.89,6.07,3.17,5.39,2.88,5.09,3.18,5.64,99.4,90.79,105.1,41,20,29,13.95,11.9,220,10.88,11.94,400,8.61,10.35,390,1.18,1.18,4.15,7.558,0,
25,12,6,5,25-6-5,2017-04-27,2017-05-01,4,1,18,11,2017-06-30,60,4.17,6.18,3.9,6.84,4.05,6,3.32,6.84,3.75,6.64,4.03,6.78,132.36,132.45,123.37,52,56,23,14.12,16.82,410,12,13.17,370,13.27,14.86,630,1.25,1.44,5.789,8.402,1,
1,7,5,4,1-5-4,2017-04-25,2017-05-01,6,1,18,12,2017-07-02,62,3.72,6.3,3.7,6.16,3.57,5.94,3.34,6.2,3.37,5.81,3.8,5.88,114.07,90.13,81.5,33,36,13,11.1,13.4,330,10.94,12.66,590,12.55,14.64,500,1.18,1.28,3.88,10.102,0,
17,6,3,3,17-3-3,2017-04-26,2017-04-29,3,1,18,13,,#NUM!,,,,,,,,,,,,,,,,,,0,14.36,14.8,760,12.67,14.12,690,12.6,15.39,790,1.31,1.4,,8.027,1,
3,12,2,5,3-2-5,2017-04-25,2017-04-30,5,1,18,14,2017-07-02,63,3.33,6,3.64,6.51,3.81,6.43,3.62,6.22,4.1,6.8,3.93,6.1,77.51,93.21,103.43,50,45,55,11.58,11.37,390,13.95,14.58,370,11.39,12.19,270,0.97,1.07,6.809,9.478,0,
6,6,8,3,6-8-3,2017-04-26,2017-05-01,5,1,18,15,2017-06-14,44,3.93,6.94,4.04,6.77,3.43,6.4,3.98,6.04,3.75,5.95,4.03,7.4,96.9,93.56,127.13,95,80,30,8.37,10,340,10.27,11.7,200,11.98,11.3,480,0.88,1.13,6.86,7.765,0,
8,8,3,2,8-3-2,2017-04-26,2017-05-02,6,1,18,16,2017-07-07,66,3.09,6.09,3.07,6.73,3.49,6.51,3.22,7.06,3.35,6.87,3.25,6.35,119.02,116.54,102.54,41,46,18,11.73,11.34,390,14.59,12.75,590,11.68,12.08,340,1.21,1.03,4.396,9.786,1,
12,6,8,4,12-8-4,2017-04-26,2017-04-30,4,1,18,17,2017-07-03,64,3.63,6.87,3.19,6.9,3.46,6.54,3.68,6.45,3.44,7.04,3.59,6.92,85.62,118.18,104.4,43,46,19,12.1,12.94,400,14.19,15.77,620,13.9,14.5,600,1.17,1.43,4.235,9.246,0,
16,2,6,5,16-6-5,2017-04-26,2017-04-30,4,1,18,18,2017-07-02,63,3.75,7.16,3.7,7.22,3.78,6.58,3.75,7.33,4.03,7.6,4.05,7.8,124.61,94.84,86.67,61,58,17,10.7,11.2,300,7.34,8.99,330,6.24,7.14,310,1.42,1.22,4.63,6.847,0,
27,6,3,3,27-3-3,2017-04-27,2017-05-02,5,1,18,19,2017-07-01,60,3.91,6.46,4.13,6.89,4.74,7.45,3.66,6.21,4.13,6.8,3.76,6.17,135.93,168.5,99.65,41,56,29,9.87,12.09,370,9.35,10.32,750,10.33,11.8,490,1.18,1.19,5.674,9.118,0,
8,5,4,1,8-4-1,2017-04-26,2017-05-01,5,1,18,20,2017-07-02,62,3.69,6.6,4.01,6.9,3.67,5.57,3.6,5.97,3.55,5.51,3.95,6,134.92,170.81,120.92,61,59,33,9.43,10.47,240,9.28,11.1,360,11.05,11.98,610,0.95,1.25,5.897,8.296,0,
11,11,5,2,11-5-2,2017-04-26,2017-04-30,4,1,18,21,2017-06-28,59,4.02,6.49,3.96,6.33,4.01,6.92,3.76,7.2,4.06,6.28,3.96,6.82,112.13,91.91,111.75,48,53,22,10.44,11.72,500,12.5,13.5,410,10.24,12.17,500,1.08,1.37,4.987,9.785,1,
6,4,4,5,6-4-5,2017-04-25,2017-05-01,6,1,18,22,2017-06-18,48,4.19,7.89,4.61,7.69,4.63,7.64,3.89,6.43,3.64,6.22,3.42,5.7,104.74,103.63,128.68,50,59,25,10.22,11.82,230,11.19,12.07,330,9.16,10,240,1.6,1.6,6.001,8.756,0,
27,3,2,3,27-2-3,2017-04-27,2017-04-30,3,1,18,23,2017-06-19,50,3.98,6.11,3.75,6.68,3.42,6.2,3.71,5.83,3.57,5.44,3.78,6.44,120.2,94.87,134.37,61,62,30,10,11.8,310,11.8,11.6,350,9.62,11.23,390,1.12,1.56,6.604,6.912,0,
15,8,5,5,15-5-5,2017-04-26,2017-04-30,4,1,18,24,2017-07-02,63,3.87,6.34,3.64,5.78,3.72,6.2,2.96,5.8,3.93,6.11,3.38,6.46,130.99,108.65,136.36,44,50,43,11.95,14.95,230,11.76,13.03,160,11.84,13,250,1.6,1.62,6.54,9.446,0,
5,7,3,3,5-3-3,2017-04-25,2017-04-28,3,1,18,25,2017-07-13,76,3.47,5.48,3.08,5.62,2.77,5.39,3.17,4.2,2.79,4.44,3.15,5.7,87.8,41.73,83.26,,,33,10.09,11.12,230,8.47,9.7,220,9.71,10.43,350,1.14,0.28,3.594,15.74,0,
8,2,8,3,8-8-3,2017-04-26,2017-04-29,3,1,18,26,2017-06-30,62,3.87,7.01,4.08,6.97,3.88,7.09,3.58,6.56,3.83,6.4,3.44,6.28,123.06,119.18,128.94,64,55,37,12.78,14.8,410,13.13,14.59,550,11.02,12.08,710,1.75,1.51,6.554,8.836,0,
21,6,7,5,21-7-5,2017-04-27,2017-04-30,3,1,18,27,,#NUM!,,,,,,,,,,,,,,,,13,23,31,12.11,14.44,520,12.2,12.57,610,10.94,12.13,390,1.45,1.58,3.54,10.69,0,
24,4,8,5,24-8-5,2017-04-27,2017-05-05,8,1,18,28,,#NUM!,,,,,,,,,,,,,,,,,,0,9.52,10.28,440,11.02,11,610,8.99,9.39,340,1.53,1.62,,9.506,1,
7,4,1,4,7-1-4,2017-04-26,2017-05-02,6,1,18,29,2017-07-02,61,4.34,7.35,3.88,6.84,4.42,7.44,4.07,6.28,3.87,7.09,4.08,7.03,125.29,153.51,144.45,60,57,20,16.5,20.2,530,11.38,13.48,400,11.91,13.81,390,1.52,1.72,5.078,10.902,0,
10,11,3,2,10-3-2,2017-04-26,2017-05-01,5,1,18,30,2017-07-07,67,3.17,6.13,2.81,5.8,3.09,5.6,3.32,6.52,3.29,6.17,3.49,6.57,73.79,74.43,70.87,,,17,11.6,13.16,290,9.54,10.98,380,11.87,13,260,1.26,1.31,4.789,10.314,0,
10,4,2,2,10-2-2,2017-04-26,2017-04-30,4,1,18,31,2017-07-01,62,4.1,5.83,4.27,6.66,3.93,6.65,4.63,7.57,4.75,7.53,4.45,8.2,141.89,60.23,147.05,52,26,33,11.37,13.4,590,12.24,14,530,10.82,11.93,540,1.35,1.58,5.449,8.356,0,
6,1,7,1,6-7-1,2017-04-26,2017-05-01,5,1,18,32,2017-06-26,56,3.22,6.34,3.44,6.16,3.18,5.74,2.98,4.56,2.69,5.13,3.23,5.57,95.62,100.35,82.08,23,51,18,9.47,8.31,490,9.85,11.04,400,10.11,12.55,470,1.68,1.49,3.705,9.134,0,
12,11,1,2,12-1-2,2017-04-26,2017-04-30,4,1,19,1,2017-07-07,68,3.78,6.56,3.63,7.08,4.07,6.95,3.41,5.97,3.92,5.67,3.27,6.02,96.12,73.16,,,,9,10.06,10.54,330,11.2,11.86,490,9.4,9.2,430,1.75,1.62,3.788,7.745,0,
10,8,4,5,10-4-5,2017-04-26,2017-04-30,4,1,19,2,2017-07-02,63,3.47,6.65,3.98,7.14,3.67,6.91,3.44,5.92,3.82,6.93,3.56,6.97,114.08,91.63,98.66,69,74,27,11.53,13.68,250,11.16,12.12,440,12,12.98,420,1.5,1.49,6.467,8.714,0,
12,3,7,3,12-7-3,2017-04-26,2017-04-30,4,1,19,3,2017-07-03,64,3.53,6.52,3.77,5.68,3.67,7.22,3.27,6.7,3.43,6.73,3.26,6.31,122.37,116.63,112.32,48,48,27,11.45,12,370,10.98,11.98,280,9.6,9.84,460,1.24,1.24,5.164,10.135,1,
13,14,8,5,13-8-5,2017-04-26,2017-05-01,5,1,19,4,2017-06-25,55,3.63,6.38,3.85,6.06,3.61,5.42,4.08,5.98,4.14,5.59,3.57,6.41,90.9,94.69,84.96,40,40,31,17.3,9.98,240,10.39,11.25,280,8.55,11.06,310,1.26,1.23,5.73,8.167,0,
1,11,7,5,1-7-5,2017-04-25,2017-04-30,5,1,19,5,2017-07-03,64,3.66,6.11,3.51,7.03,3.59,6.85,4.05,7.15,4.14,7.2,4.71,7.65,132.39,141.61,137.53,49,49,7,10.12,11.41,290,10.18,11.48,290,13.3,12.92,610,1.26,1.07,3.92,9.203,1,
27,11,8,1,27-8-1,2017-04-27,2017-04-30,3,1,19,6,2017-07-07,68,3.5,5.37,3.36,5.18,3.44,5.69,4.43,6.19,3.96,6.93,4.03,6.5,85.5,86.99,93.69,43,45,12,9.84,11.71,310,8.22,9.08,270,8.09,9.69,310,1.18,1.24,4.36,9.386,1,
5,4,8,3,5-8-3,2017-04-25,2017-05-01,6,1,19,7,2017-07-12,72,3.72,6.16,3.62,6.03,3.44,5.15,3.47,5.86,3.82,5.56,4.11,5.99,108.3,91.15,74.33,46,30,39,8.88,11.32,380,10.32,14.42,290,9.97,11,500,1.56,1.52,6.705,8.723,0,
10,3,6,2,10-6-2,2017-04-26,2017-04-29,3,1,19,8,2017-06-30,62,4.4,7.05,4.6,7.67,4.65,7.69,4.44,7.3,4.13,6.86,4.14,6.89,91.59,87.05,98.58,61,68,20,9.63,12,390,8.85,10.38,350,8.8,12.59,290,1.44,1.86,4.26,9.165,0,
3,15,6,3,3-6-3,2017-04-25,2017-04-30,5,1,19,9,2017-07-02,63,2.76,5.9,2.75,5.7,2.9,5.43,4.2,5.74,3.6,6.08,3.26,6.87,84.36,88.07,59.56,58,62,16,9.22,12.45,290,13.1,15.45,160,11.73,13.63,180,1.17,1.23,4.716,7.536,0,
15,5,3,4,15-3-4,2017-04-26,2017-04-29,3,1,19,10,2017-07-02,64,3.42,7.25,3.67,7.42,4.01,5.62,3.71,6.77,3.3,7.1,3.31,7.64,126.56,149.05,99.4,67,59,11,10.5,11,190,8.99,11.92,150,9.78,11.39,300,1.4,1.56,3.195,7.456,0,
13,2,2,2,13-2-2,2017-04-26,2017-05-04,8,1,19,11,,#NUM!,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
2,4,4,3,2-4-3,2017-04-25,2017-04-30,5,1,19,12,2017-06-26,57,3.68,5.75,3.81,5.78,3.83,6.45,3.57,6.39,4.06,6.94,3.67,7.03,95.2,118.27,146.76,,,36,12.95,13.96,340,14.54,18,340,11.72,14,320,1.86,1.69,7.224,10.623,0,
11,3,4,2,11-4-2,2017-04-26,2017-04-30,4,1,19,13,2017-07-03,64,3.78,7.06,3.26,6.85,3.06,6.05,3.42,6.58,3.44,7.29,3.07,6.66,153.87,109.8,153.14,36,46,39,13,13.42,360,9.29,11.88,280,9.56,11.9,300,1.52,1.77,6.035,8.812,1,
25,1,7,2,25-7-2,2017-04-27,2017-05-01,4,1,19,14,2017-07-07,67,,,,,,,,,,,,,126.36,163.9,139.92,51,63,14,15.4,17.6,680,16.22,21.63,660,16.86,19.9,540,2.02,2.01,3.695,8.845,0,
